ts,car_L,car_W,spot_L,spot_W,dist,mlp_suggestion,mlp_conf,executed_strategy,display_strategy
2025-08-15 21:22:27,3.7199999999999998,1.6500000000000001,6.2,3.0,2.7,Reverse Parallel,0.9944281578063965,Forward Perpendicular,Reverse Parallel
